Jour_Semaine,Date_du_mois,Mois,ANNEE,Effectif,numero_mois,numero_jour
Vendredi,22,Septembre,1995,12813,9,5
Samedi,23,Septembre,1995,9341,9,6
Dimanche,24,Septembre,1995,8659,9,7
Lundi,25,Septembre,1995,11552,9,1
Mardi,26,Septembre,1995,12814,9,2
Mercredi,27,Septembre,1995,12605,9,3
Jeudi,28,Septembre,1995,12845,9,4
Vendredi,29,Septembre,1995,12316,9,5
Samedi,30,Septembre,1995,8988,9,6
Dimanche,1,Octobre,1995,8545,10,7
Lundi,2,Octobre,1995,11650,10,1
Mardi,3,Octobre,1995,12375,10,2
Mercredi,4,Octobre,1995,12016,10,3
Jeudi,5,Octobre,1995,12245,10,4
Vendredi,6,Octobre,1995,12081,10,5
Samedi,7,Octobre,1995,9048,10,6
Dimanche,8,Octobre,1995,7997,10,7
Lundi,9,Octobre,1995,10892,10,1
Mardi,10,Octobre,1995,12273,10,2
Mercredi,11,Octobre,1995,11843,10,3
Jeudi,12,Octobre,1995,12002,10,4
Vendredi,13,Octobre,1995,11078,10,5
Samedi,14,Octobre,1995,8920,10,6
Dimanche,15,Octobre,1995,7996,10,7
Lundi,16,Octobre,1995,10840,10,1
Mardi,17,Octobre,1995,11974,10,2
Mercredi,18,Octobre,1995,11693,10,3
Jeudi,19,Octobre,1995,11463,10,4
Vendredi,20,Octobre,1995,11610,10,5
Samedi,21,Octobre,1995,8673,10,6
Dimanche,22,Octobre,1995,7827,10,7
Lundi,23,Octobre,1995,10770,10,1
Mardi,24,Octobre,1995,11916,10,2
Mercredi,25,Octobre,1995,11573,10,3
Jeudi,26,Octobre,1995,11534,10,4
Vendredi,27,Octobre,1995,11449,10,5
Samedi,28,Octobre,1995,8633,10,6
Dimanche,29,Octobre,1995,7876,10,7
Lundi,30,Octobre,1995,10480,10,1
Mardi,31,Octobre,1995,10740,10,2
Mercredi,1,Novembre,1995,11702,11,3
Jeudi,2,Novembre,1995,11746,11,4
Vendredi,3,Novembre,1995,11368,11,5
Samedi,4,Novembre,1995,8438,11,6
Dimanche,5,Novembre,1995,7868,11,7
Lundi,6,Novembre,1995,10809,11,1
Mardi,7,Novembre,1995,12038,11,2
Mercredi,8,Novembre,1995,11702,11,3
Jeudi,9,Novembre,1995,11441,11,4
Vendredi,10,Novembre,1995,11246,11,5
Samedi,11,Novembre,1995,8522,11,6
Dimanche,12,Novembre,1995,7891,11,7
Lundi,13,Novembre,1995,10534,11,1
Mardi,14,Novembre,1995,11455,11,2
Mercredi,15,Novembre,1995,11629,11,3
Jeudi,16,Novembre,1995,11436,11,4
Vendredi,17,Novembre,1995,11410,11,5
Samedi,18,Novembre,1995,8493,11,6
Dimanche,19,Novembre,1995,7772,11,7
Lundi,20,Novembre,1995,11476,11,1
Mardi,21,Novembre,1995,12503,11,2
Mercredi,22,Novembre,1995,11304,11,3
Jeudi,23,Novembre,1995,7754,11,4
Vendredi,24,Novembre,1995,9125,11,5
Samedi,25,Novembre,1995,8115,11,6
Dimanche,26,Novembre,1995,7500,11,7
Lundi,27,Novembre,1995,10979,11,1
Mardi,28,Novembre,1995,12002,11,2
Mercredi,29,Novembre,1995,11344,11,3
Jeudi,30,Novembre,1995,11215,11,4
Vendredi,1,Decembre,1995,11206,12,5
Samedi,2,Decembre,1995,8429,12,6
Dimanche,3,Decembre,1995,7703,12,7
Lundi,4,Decembre,1995,10346,12,1
Mardi,5,Decembre,1995,11676,12,2
Mercredi,6,Decembre,1995,11188,12,3
Jeudi,7,Decembre,1995,11242,12,4
Vendredi,8,Decembre,1995,11166,12,5
Samedi,9,Decembre,1995,8201,12,6
Dimanche,10,Decembre,1995,7595,12,7
Lundi,11,Decembre,1995,10429,12,1
Mardi,12,Decembre,1995,11784,12,2
Mercredi,13,Decembre,1995,11191,12,3
Jeudi,14,Decembre,1995,11403,12,4
Vendredi,15,Decembre,1995,11458,12,5
Samedi,16,Decembre,1995,8509,12,6
Dimanche,17,Decembre,1995,7759,12,7
Lundi,18,Decembre,1995,11139,12,1
Mardi,19,Decembre,1995,12501,12,2
Mercredi,20,Decembre,1995,12043,12,3
Jeudi,21,Decembre,1995,11944,12,4
Vendredi,22,Decembre,1995,11204,12,5
Samedi,23,Decembre,1995,8058,12,6
Dimanche,24,Decembre,1995,6999,12,7
Lundi,25,Decembre,1995,7027,12,1
Mardi,26,Decembre,1995,9447,12,2
Mercredi,27,Decembre,1995,11897,12,3
Jeudi,28,Decembre,1995,12530,12,4
Vendredi,29,Decembre,1995,12207,12,5
Samedi,30,Decembre,1995,9093,12,6
Dimanche,31,Decembre,1995,7596,12,7
Lundi,1,Janvier,1996,7683,1,1
Mardi,2,Janvier,1996,9408,1,2
Mercredi,3,Janvier,1996,10954,1,3
Jeudi,4,Janvier,1996,11308,1,4
Vendredi,5,Janvier,1996,11631,1,5
Samedi,6,Janvier,1996,8680,1,6
Dimanche,7,Janvier,1996,7735,1,7
Lundi,8,Janvier,1996,10044,1,1
Mardi,9,Janvier,1996,11018,1,2
Mercredi,10,Janvier,1996,11144,1,3
Jeudi,11,Janvier,1996,11304,1,4
Vendredi,12,Janvier,1996,11274,1,5
Samedi,13,Janvier,1996,8488,1,6
Dimanche,14,Janvier,1996,7685,1,7
Lundi,15,Janvier,1996,9912,1,1
Mardi,16,Janvier,1996,11181,1,2
Mercredi,17,Janvier,1996,11148,1,3
Jeudi,18,Janvier,1996,11579,1,4
Vendredi,19,Janvier,1996,11292,1,5
Samedi,20,Janvier,1996,8492,1,6
Dimanche,21,Janvier,1996,7701,1,7
Lundi,22,Janvier,1996,10593,1,1
Mardi,23,Janvier,1996,11451,1,2
Mercredi,24,Janvier,1996,11336,1,3
Jeudi,25,Janvier,1996,11405,1,4
Vendredi,26,Janvier,1996,11195,1,5
Samedi,27,Janvier,1996,8487,1,6
Dimanche,28,Janvier,1996,7533,1,7
Lundi,29,Janvier,1996,10374,1,1
Mardi,30,Janvier,1996,11359,1,2
Mercredi,31,Janvier,1996,10889,1,3
Jeudi,1,Fevrier,1996,11030,2,4
Vendredi,2,Fevrier,1996,11335,2,5
Samedi,3,Fevrier,1996,8390,2,6
Dimanche,4,Fevrier,1996,7531,2,7
Lundi,5,Fevrier,1996,10364,2,1
Mardi,6,Fevrier,1996,11360,2,2
Mercredi,7,Fevrier,1996,11204,2,3
Jeudi,8,Fevrier,1996,11529,2,4
Vendredi,9,Fevrier,1996,11577,2,5
Samedi,10,Fevrier,1996,8578,2,6
Dimanche,11,Fevrier,1996,7710,2,7
Lundi,12,Fevrier,1996,10542,2,1
Mardi,13,Fevrier,1996,11322,2,2
Mercredi,14,Fevrier,1996,12094,2,3
Jeudi,15,Fevrier,1996,11820,2,4
Vendredi,16,Fevrier,1996,11666,2,5
Samedi,17,Fevrier,1996,8465,2,6
Dimanche,18,Fevrier,1996,7763,2,7
Lundi,19,Fevrier,1996,10036,2,1
Mardi,20,Fevrier,1996,11598,2,2
Mercredi,21,Fevrier,1996,11554,2,3
Jeudi,22,Fevrier,1996,11697,2,4
Vendredi,23,Fevrier,1996,11415,2,5
Samedi,24,Fevrier,1996,8692,2,6
Dimanche,25,Fevrier,1996,7917,2,7
Lundi,26,Fevrier,1996,10693,2,1
Mardi,27,Fevrier,1996,11761,2,2
Mercredi,28,Fevrier,1996,11428,2,3
Jeudi,29,Fevrier,1996,10692,2,4
Vendredi,1,Mars,1996,11785,3,5
Samedi,2,Mars,1996,8719,3,6
Dimanche,3,Mars,1996,7885,3,7
Lundi,4,Mars,1996,10586,3,1
Mardi,5,Mars,1996,11475,3,2
Mercredi,6,Mars,1996,11535,3,3
Jeudi,7,Mars,1996,11446,3,4
Vendredi,8,Mars,1996,11272,3,5
Samedi,9,Mars,1996,8611,3,6
Dimanche,10,Mars,1996,7512,3,7
Lundi,11,Mars,1996,10668,3,1
Mardi,12,Mars,1996,11623,3,2
Mercredi,13,Mars,1996,11338,3,3
Jeudi,14,Mars,1996,11578,3,4
Vendredi,15,Mars,1996,11860,3,5
Samedi,16,Mars,1996,8691,3,6
Dimanche,17,Mars,1996,8010,3,7
Lundi,18,Mars,1996,10812,3,1
Mardi,19,Mars,1996,11764,3,2
Mercredi,20,Mars,1996,11482,3,3
Jeudi,21,Mars,1996,11653,3,4
Vendredi,22,Mars,1996,11727,3,5
Samedi,23,Mars,1996,8534,3,6
Dimanche,24,Mars,1996,8002,3,7
Lundi,25,Mars,1996,10662,3,1
Mardi,26,Mars,1996,11764,3,2
Mercredi,27,Mars,1996,11532,3,3
Jeudi,28,Mars,1996,11728,3,4
Vendredi,29,Mars,1996,11659,3,5
Samedi,30,Mars,1996,8712,3,6
Dimanche,31,Mars,1996,7956,3,7
Lundi,1,Avril,1996,10173,4,1
Mardi,2,Avril,1996,12055,4,2
Mercredi,3,Avril,1996,11622,4,3
Jeudi,4,Avril,1996,11881,4,4
Vendredi,5,Avril,1996,10985,4,5
Samedi,6,Avril,1996,8354,4,6
Dimanche,7,Avril,1996,7372,4,7
Lundi,8,Avril,1996,10659,4,1
Mardi,9,Avril,1996,11631,4,2
Mercredi,10,Avril,1996,11429,4,3
Jeudi,11,Avril,1996,11489,4,4
Vendredi,12,Avril,1996,11462,4,5
Samedi,13,Avril,1996,8565,4,6
Dimanche,14,Avril,1996,7687,4,7
Lundi,15,Avril,1996,10548,4,1
Mardi,16,Avril,1996,11754,4,2
Mercredi,17,Avril,1996,11554,4,3
Jeudi,18,Avril,1996,11282,4,4
Vendredi,19,Avril,1996,11438,4,5
Samedi,20,Avril,1996,8451,4,6
Dimanche,21,Avril,1996,7789,4,7
Lundi,22,Avril,1996,10957,4,1
Mardi,23,Avril,1996,11979,4,2
Mercredi,24,Avril,1996,11342,4,3
Jeudi,25,Avril,1996,11340,4,4
Vendredi,26,Avril,1996,11070,4,5
Samedi,27,Avril,1996,8444,4,6
Dimanche,28,Avril,1996,7567,4,7
Lundi,29,Avril,1996,10325,4,1
Mardi,30,Avril,1996,11391,4,2
Mercredi,1,Mai,1996,11390,5,3
Jeudi,2,Mai,1996,11397,5,4
Vendredi,3,Mai,1996,11011,5,5
Samedi,4,Mai,1996,8483,5,6
Dimanche,5,Mai,1996,7821,5,7
Lundi,6,Mai,1996,10585,5,1
Mardi,7,Mai,1996,11567,5,2
Mercredi,8,Mai,1996,11403,5,3
Jeudi,9,Mai,1996,11404,5,4
Vendredi,10,Mai,1996,11471,5,5
Samedi,11,Mai,1996,8495,5,6
Dimanche,12,Mai,1996,7758,5,7
Lundi,13,Mai,1996,10291,5,1
Mardi,14,Mai,1996,11757,5,2
Mercredi,15,Mai,1996,11619,5,3
Jeudi,16,Mai,1996,11637,5,4
Vendredi,17,Mai,1996,11370,5,5
Samedi,18,Mai,1996,8696,5,6
Dimanche,19,Mai,1996,7906,5,7
Lundi,20,Mai,1996,11073,5,1
Mardi,21,Mai,1996,11962,5,2
Mercredi,22,Mai,1996,11733,5,3
Jeudi,23,Mai,1996,11511,5,4
Vendredi,24,Mai,1996,11835,5,5
Samedi,25,Mai,1996,8666,5,6
Dimanche,26,Mai,1996,7746,5,7
Lundi,27,Mai,1996,8034,5,1
Mardi,28,Mai,1996,11151,5,2
Mercredi,29,Mai,1996,12119,5,3
Jeudi,30,Mai,1996,11964,5,4
Vendredi,31,Mai,1996,11853,5,5
Samedi,1,Juin,1996,8866,6,6
Dimanche,2,Juin,1996,7962,6,7
Lundi,3,Juin,1996,10916,6,1
Mardi,4,Juin,1996,11783,6,2
Mercredi,5,Juin,1996,11695,6,3
Jeudi,6,Juin,1996,11849,6,4
Vendredi,7,Juin,1996,11750,6,5
Samedi,8,Juin,1996,8739,6,6
Dimanche,9,Juin,1996,8013,6,7
Lundi,10,Juin,1996,10927,6,1
Mardi,11,Juin,1996,11978,6,2
Mercredi,12,Juin,1996,11710,6,3
Jeudi,13,Juin,1996,11521,6,4
Vendredi,14,Juin,1996,11644,6,5
Samedi,15,Juin,1996,8783,6,6
Dimanche,16,Juin,1996,8004,6,7
Lundi,17,Juin,1996,10981,6,1
Mardi,18,Juin,1996,12105,6,2
Mercredi,19,Juin,1996,11779,6,3
Jeudi,20,Juin,1996,12052,6,4
Vendredi,21,Juin,1996,11759,6,5
Samedi,22,Juin,1996,8946,6,6
Dimanche,23,Juin,1996,8128,6,7
Lundi,24,Juin,1996,11080,6,1
Mardi,25,Juin,1996,12150,6,2
Mercredi,26,Juin,1996,12154,6,3
Jeudi,27,Juin,1996,11957,6,4
Vendredi,28,Juin,1996,12057,6,5
Samedi,29,Juin,1996,8956,6,6
Dimanche,30,Juin,1996,8281,6,7
Lundi,1,Juillet,1996,11779,7,1
Mardi,2,Juillet,1996,13167,7,2
Mercredi,3,Juillet,1996,12563,7,3
Jeudi,4,Juillet,1996,9358,7,4
Vendredi,5,Juillet,1996,10823,7,5
Samedi,6,Juillet,1996,9044,7,6
Dimanche,7,Juillet,1996,8248,7,7
Lundi,8,Juillet,1996,11385,7,1
Mardi,9,Juillet,1996,12623,7,2
Mercredi,10,Juillet,1996,12362,7,3
Jeudi,11,Juillet,1996,12256,7,4
Vendredi,12,Juillet,1996,11976,7,5
Samedi,13,Juillet,1996,9152,7,6
Dimanche,14,Juillet,1996,8358,7,7
Lundi,15,Juillet,1996,11421,7,1
Mardi,16,Juillet,1996,12619,7,2
Mercredi,17,Juillet,1996,12660,7,3
Jeudi,18,Juillet,1996,12247,7,4
Vendredi,19,Juillet,1996,12049,7,5
Samedi,20,Juillet,1996,9107,7,6
Dimanche,21,Juillet,1996,8349,7,7
Lundi,22,Juillet,1996,11164,7,1
Mardi,23,Juillet,1996,12731,7,2
Mercredi,24,Juillet,1996,12214,7,3
Jeudi,25,Juillet,1996,12307,7,4
Vendredi,26,Juillet,1996,12082,7,5
Samedi,27,Juillet,1996,9012,7,6
Dimanche,28,Juillet,1996,8227,7,7
Lundi,29,Juillet,1996,11232,7,1
Mardi,30,Juillet,1996,12519,7,2
Mercredi,31,Juillet,1996,12128,7,3
Jeudi,1,Aout,1996,12153,8,4
Vendredi,2,Aout,1996,12088,8,5
Samedi,3,Aout,1996,9174,8,6
Dimanche,4,Aout,1996,8327,8,7
Lundi,5,Aout,1996,11268,8,1
Mardi,6,Aout,1996,12508,8,2
Mercredi,7,Aout,1996,12277,8,3
Jeudi,8,Aout,1996,12385,8,4
Vendredi,9,Aout,1996,12167,8,5
Samedi,10,Aout,1996,9175,8,6
Dimanche,11,Aout,1996,8310,8,7
Lundi,12,Aout,1996,11499,8,1
Mardi,13,Aout,1996,12407,8,2
Mercredi,14,Aout,1996,12294,8,3
Jeudi,15,Aout,1996,12180,8,4
Vendredi,16,Aout,1996,12419,8,5
Samedi,17,Aout,1996,9290,8,6
Dimanche,18,Aout,1996,8305,8,7
Lundi,19,Aout,1996,11392,8,1
Mardi,20,Aout,1996,12270,8,2
Mercredi,21,Aout,1996,12338,8,3
Jeudi,22,Aout,1996,12291,8,4
Vendredi,23,Aout,1996,12213,8,5
Samedi,24,Aout,1996,9130,8,6
Dimanche,25,Aout,1996,8212,8,7
Lundi,26,Aout,1996,11201,8,1
Mardi,27,Aout,1996,12573,8,2
Mercredi,28,Aout,1996,12339,8,3
Jeudi,29,Aout,1996,12509,8,4
Vendredi,30,Aout,1996,12479,8,5
Samedi,31,Aout,1996,9144,8,6
Dimanche,1,Septembre,1996,8250,9,7
Lundi,2,Septembre,1996,8331,9,1
Mardi,3,Septembre,1996,11506,9,2
Mercredi,4,Septembre,1996,12970,9,3
Jeudi,5,Septembre,1996,12657,9,4
Vendredi,6,Septembre,1996,12629,9,5
Samedi,7,Septembre,1996,9396,9,6
Dimanche,8,Septembre,1996,8354,9,7
Lundi,9,Septembre,1996,11543,9,1
Mardi,10,Septembre,1996,12662,9,2
Mercredi,11,Septembre,1996,12420,9,3
Jeudi,12,Septembre,1996,12486,9,4
Vendredi,13,Septembre,1996,12019,9,5
Samedi,14,Septembre,1996,9323,9,6
Dimanche,15,Septembre,1996,8561,9,7
Lundi,16,Septembre,1996,12107,9,1
Mardi,17,Septembre,1996,13063,9,2
Mercredi,18,Septembre,1996,12630,9,3
Jeudi,19,Septembre,1996,12535,9,4
Vendredi,20,Septembre,1996,12754,9,5
Samedi,21,Septembre,1996,9492,9,6
Dimanche,22,Septembre,1996,8694,9,7
Lundi,23,Septembre,1996,11605,9,1
Mardi,24,Septembre,1996,12910,9,2
Mercredi,25,Septembre,1996,12768,9,3
Jeudi,26,Septembre,1996,12684,9,4
Vendredi,27,Septembre,1996,12756,9,5
Samedi,28,Septembre,1996,9359,9,6
Dimanche,29,Septembre,1996,8393,9,7
Lundi,30,Septembre,1996,11491,9,1
Mardi,1,Octobre,1996,12851,10,2
Mercredi,2,Octobre,1996,12347,10,3
Jeudi,3,Octobre,1996,12248,10,4
Vendredi,4,Octobre,1996,12224,10,5
Samedi,5,Octobre,1996,8900,10,6
Dimanche,6,Octobre,1996,7960,10,7
Lundi,7,Octobre,1996,11186,10,1
Mardi,8,Octobre,1996,12311,10,2
Mercredi,9,Octobre,1996,12069,10,3
Jeudi,10,Octobre,1996,12157,10,4
Vendredi,11,Octobre,1996,11582,10,5
Samedi,12,Octobre,1996,8710,10,6
Dimanche,13,Octobre,1996,7970,10,7
Lundi,14,Octobre,1996,10770,10,1
Mardi,15,Octobre,1996,12272,10,2
Mercredi,16,Octobre,1996,11894,10,3
Jeudi,17,Octobre,1996,11764,10,4
Vendredi,18,Octobre,1996,11495,10,5
Samedi,19,Octobre,1996,8459,10,6
Dimanche,20,Octobre,1996,7786,10,7
Lundi,21,Octobre,1996,10790,10,1
Mardi,22,Octobre,1996,11857,10,2
Mercredi,23,Octobre,1996,11807,10,3
Jeudi,24,Octobre,1996,11538,10,4
Vendredi,25,Octobre,1996,11618,10,5
Samedi,26,Octobre,1996,8695,10,6
Dimanche,27,Octobre,1996,8061,10,7
Lundi,28,Octobre,1996,10846,10,1
Mardi,29,Octobre,1996,12054,10,2
Mercredi,30,Octobre,1996,11812,10,3
Jeudi,31,Octobre,1996,10313,10,4
Vendredi,1,Novembre,1996,11717,11,5
Samedi,2,Novembre,1996,8614,11,6
Dimanche,3,Novembre,1996,7753,11,7
Lundi,4,Novembre,1996,10846,11,1
Mardi,5,Novembre,1996,12019,11,2
Mercredi,6,Novembre,1996,11575,11,3
Jeudi,7,Novembre,1996,11854,11,4
Vendredi,8,Novembre,1996,11880,11,5
Samedi,9,Novembre,1996,8780,11,6
Dimanche,10,Novembre,1996,7666,11,7
Lundi,11,Novembre,1996,10586,11,1
Mardi,12,Novembre,1996,11687,11,2
Mercredi,13,Novembre,1996,11065,11,3
Jeudi,14,Novembre,1996,11516,11,4
Vendredi,15,Novembre,1996,11523,11,5
Samedi,16,Novembre,1996,8562,11,6
Dimanche,17,Novembre,1996,7808,11,7
Lundi,18,Novembre,1996,10712,11,1
Mardi,19,Novembre,1996,12001,11,2
Mercredi,20,Novembre,1996,11557,11,3
Jeudi,21,Novembre,1996,11617,11,4
Vendredi,22,Novembre,1996,11713,11,5
Samedi,23,Novembre,1996,8535,11,6
Dimanche,24,Novembre,1996,7452,11,7
Lundi,25,Novembre,1996,11352,11,1
Mardi,26,Novembre,1996,12451,11,2
Mercredi,27,Novembre,1996,11169,11,3
Jeudi,28,Novembre,1996,7770,11,4
Vendredi,29,Novembre,1996,9302,11,5
Samedi,30,Novembre,1996,8315,11,6
Dimanche,1,Decembre,1996,7929,12,7
Lundi,2,Decembre,1996,10969,12,1
Mardi,3,Decembre,1996,12123,12,2
Mercredi,4,Decembre,1996,11837,12,3
Jeudi,5,Decembre,1996,11587,12,4
Vendredi,6,Decembre,1996,11547,12,5
Samedi,7,Decembre,1996,8505,12,6
Dimanche,8,Decembre,1996,7730,12,7
Lundi,9,Decembre,1996,10642,12,1
Mardi,10,Decembre,1996,11900,12,2
Mercredi,11,Decembre,1996,11521,12,3
Jeudi,12,Decembre,1996,11845,12,4
Vendredi,13,Decembre,1996,10623,12,5
Samedi,14,Decembre,1996,8618,12,6
Dimanche,15,Decembre,1996,7717,12,7
Lundi,16,Decembre,1996,11193,12,1
Mardi,17,Decembre,1996,12379,12,2
Mercredi,18,Decembre,1996,12116,12,3
Jeudi,19,Decembre,1996,12181,12,4
Vendredi,20,Decembre,1996,12552,12,5
Samedi,21,Decembre,1996,8684,12,6
Dimanche,22,Decembre,1996,7749,12,7
Lundi,23,Decembre,1996,10604,12,1
Mardi,24,Decembre,1996,9114,12,2
Mercredi,25,Decembre,1996,7092,12,3
Jeudi,26,Decembre,1996,10321,12,4
Vendredi,27,Decembre,1996,12260,12,5
Samedi,28,Decembre,1996,9103,12,6
Dimanche,29,Decembre,1996,8193,12,7
Lundi,30,Decembre,1996,11911,12,1
Mardi,31,Decembre,1996,11924,12,2
Mercredi,1,Janvier,1997,8349,1,3
Jeudi,2,Janvier,1997,9914,1,4
Vendredi,3,Janvier,1997,11196,1,5
Samedi,4,Janvier,1997,8617,1,6
Dimanche,5,Janvier,1997,7657,1,7
Lundi,6,Janvier,1997,10456,1,1
Mardi,7,Janvier,1997,11615,1,2
Mercredi,8,Janvier,1997,10872,1,3
Jeudi,9,Janvier,1997,10981,1,4
Vendredi,10,Janvier,1997,11545,1,5
Samedi,11,Janvier,1997,8368,1,6
Dimanche,12,Janvier,1997,7524,1,7
Lundi,13,Janvier,1997,10267,1,1
Mardi,14,Janvier,1997,11502,1,2
Mercredi,15,Janvier,1997,11319,1,3
Jeudi,16,Janvier,1997,11311,1,4
Vendredi,17,Janvier,1997,11321,1,5
Samedi,18,Janvier,1997,8340,1,6
Dimanche,19,Janvier,1997,7527,1,7
Lundi,20,Janvier,1997,10444,1,1
Mardi,21,Janvier,1997,11536,1,2
Mercredi,22,Janvier,1997,11508,1,3
Jeudi,23,Janvier,1997,11511,1,4
Vendredi,24,Janvier,1997,11410,1,5
Samedi,25,Janvier,1997,8634,1,6
Dimanche,26,Janvier,1997,7526,1,7
Lundi,27,Janvier,1997,10527,1,1
Mardi,28,Janvier,1997,11661,1,2
Mercredi,29,Janvier,1997,11084,1,3
Jeudi,30,Janvier,1997,11171,1,4
Vendredi,31,Janvier,1997,11518,1,5
Samedi,1,Fevrier,1997,8488,2,6
Dimanche,2,Fevrier,1997,7706,2,7
Lundi,3,Fevrier,1997,10596,2,1
Mardi,4,Fevrier,1997,11621,2,2
Mercredi,5,Fevrier,1997,11291,2,3
Jeudi,6,Fevrier,1997,11228,2,4
Vendredi,7,Fevrier,1997,11538,2,5
Samedi,8,Fevrier,1997,8411,2,6
Dimanche,9,Fevrier,1997,7566,2,7
Lundi,10,Fevrier,1997,10778,2,1
Mardi,11,Fevrier,1997,11734,2,2
Mercredi,12,Fevrier,1997,11548,2,3
Jeudi,13,Fevrier,1997,11288,2,4
Vendredi,14,Fevrier,1997,12321,2,5
Samedi,15,Fevrier,1997,8805,2,6
Dimanche,16,Fevrier,1997,7670,2,7
Lundi,17,Fevrier,1997,10023,2,1
Mardi,18,Fevrier,1997,11126,2,2
Mercredi,19,Fevrier,1997,11574,2,3
Jeudi,20,Fevrier,1997,11571,2,4
Vendredi,21,Fevrier,1997,11458,2,5
Samedi,22,Fevrier,1997,8845,2,6
Dimanche,23,Fevrier,1997,7553,2,7
Lundi,24,Fevrier,1997,10481,2,1
Mardi,25,Fevrier,1997,11566,2,2
Mercredi,26,Fevrier,1997,11573,2,3
Jeudi,27,Fevrier,1997,11666,2,4
Vendredi,28,Fevrier,1997,11516,2,5
Samedi,1,Mars,1997,8589,3,6
Dimanche,2,Mars,1997,7681,3,7
Lundi,3,Mars,1997,10837,3,1
Mardi,4,Mars,1997,11909,3,2
Mercredi,5,Mars,1997,11570,3,3
Jeudi,6,Mars,1997,11523,3,4
Vendredi,7,Mars,1997,11571,3,5
Samedi,8,Mars,1997,8700,3,6
Dimanche,9,Mars,1997,7649,3,7
Lundi,10,Mars,1997,10691,3,1
Mardi,11,Mars,1997,11944,3,2
Mercredi,12,Mars,1997,11661,3,3
Jeudi,13,Mars,1997,11397,3,4
Vendredi,14,Mars,1997,11573,3,5
Samedi,15,Mars,1997,8521,3,6
Dimanche,16,Mars,1997,7617,3,7
Lundi,17,Mars,1997,10881,3,1
Mardi,18,Mars,1997,11726,3,2
Mercredi,19,Mars,1997,11550,3,3
Jeudi,20,Mars,1997,11634,3,4
Vendredi,21,Mars,1997,11846,3,5
Samedi,22,Mars,1997,8641,3,6
Dimanche,23,Mars,1997,7594,3,7
Lundi,24,Mars,1997,10903,3,1
Mardi,25,Mars,1997,12160,3,2
Mercredi,26,Mars,1997,11845,3,3
Jeudi,27,Mars,1997,11745,3,4
Vendredi,28,Mars,1997,11184,3,5
Samedi,29,Mars,1997,8329,3,6
Dimanche,30,Mars,1997,7458,3,7
Lundi,31,Mars,1997,10283,3,1
Mardi,1,Avril,1997,10799,4,2
Mercredi,2,Avril,1997,11662,4,3
Jeudi,3,Avril,1997,11669,4,4
Vendredi,4,Avril,1997,11657,4,5
Samedi,5,Avril,1997,8576,4,6
Dimanche,6,Avril,1997,7207,4,7
Lundi,7,Avril,1997,10726,4,1
Mardi,8,Avril,1997,11840,4,2
Mercredi,9,Avril,1997,11356,4,3
Jeudi,10,Avril,1997,11499,4,4
Vendredi,11,Avril,1997,11348,4,5
Samedi,12,Avril,1997,8444,4,6
Dimanche,13,Avril,1997,7559,4,7
Lundi,14,Avril,1997,10620,4,1
Mardi,15,Avril,1997,11714,4,2
Mercredi,16,Avril,1997,11652,4,3
Jeudi,17,Avril,1997,11743,4,4
Vendredi,18,Avril,1997,11560,4,5
Samedi,19,Avril,1997,8497,4,6
Dimanche,20,Avril,1997,7673,4,7
Lundi,21,Avril,1997,10793,4,1
Mardi,22,Avril,1997,11979,4,2
Mercredi,23,Avril,1997,11783,4,3
Jeudi,24,Avril,1997,11755,4,4
Vendredi,25,Avril,1997,11295,4,5
Samedi,26,Avril,1997,8285,4,6
Dimanche,27,Avril,1997,7410,4,7
Lundi,28,Avril,1997,10265,4,1
Mardi,29,Avril,1997,11518,4,2
Mercredi,30,Avril,1997,11346,4,3
Jeudi,1,Mai,1997,11608,5,4
Vendredi,2,Mai,1997,11686,5,5
Samedi,3,Mai,1997,8502,5,6
Dimanche,4,Mai,1997,7868,5,7
Lundi,5,Mai,1997,10982,5,1
Mardi,6,Mai,1997,11855,5,2
Mercredi,7,Mai,1997,11781,5,3
Jeudi,8,Mai,1997,11861,5,4
Vendredi,9,Mai,1997,11701,5,5
Samedi,10,Mai,1997,8568,5,6
Dimanche,11,Mai,1997,7493,5,7
Lundi,12,Mai,1997,11247,5,1
Mardi,13,Mai,1997,12031,5,2
Mercredi,14,Mai,1997,11703,5,3
Jeudi,15,Mai,1997,12109,5,4
Vendredi,16,Mai,1997,11749,5,5
Samedi,17,Mai,1997,8493,5,6
Dimanche,18,Mai,1997,7845,5,7
Lundi,19,Mai,1997,11189,5,1
Mardi,20,Mai,1997,12346,5,2
Mercredi,21,Mai,1997,11910,5,3
Jeudi,22,Mai,1997,12023,5,4
Vendredi,23,Mai,1997,12212,5,5
Samedi,24,Mai,1997,8756,5,6
Dimanche,25,Mai,1997,7873,5,7
Lundi,26,Mai,1997,8079,5,1
Mardi,27,Mai,1997,11045,5,2
Mercredi,28,Mai,1997,12545,5,3
Jeudi,29,Mai,1997,12357,5,4
Vendredi,30,Mai,1997,12061,5,5
Samedi,31,Mai,1997,8853,5,6
Dimanche,1,Juin,1997,7763,6,7
Lundi,2,Juin,1997,10716,6,1
Mardi,3,Juin,1997,12037,6,2
Mercredi,4,Juin,1997,11794,6,3
Jeudi,5,Juin,1997,11826,6,4
Vendredi,6,Juin,1997,11938,6,5
Samedi,7,Juin,1997,8678,6,6
Dimanche,8,Juin,1997,7578,6,7
Lundi,9,Juin,1997,10854,6,1
